epoch,decision,prev_policy,new_policy,cap_used,r_step,reason_code,reason,anchor_prelogic,sma_burns,g_growth,r2,r3,x2,x3,node_multiplier,phi_mm,f2_effective,f3_effective,metrics_summary,f2_dynamic,f3_dynamic
54,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=13943.7006, g=1.1471, r2=0.0173, r3=0.0453, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",29937.939473582912,13943.700629811668,1.1470583934924363,0.017333333333333423,0.04532967032967039,0.0,0.0,1.0,1.0,,,"sma=13943.7006, g=1.1471, r2=0.0173, r3=0.0453, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
55,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12961.4438, g=0.6713, r2=0.0213, r3=0.0507, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",21663.08679647266,12961.443810000832,0.671348278326662,0.021333333333333426,0.05071967100753949,0.0,0.0,1.0,1.0,,,"sma=12961.4438, g=0.6713, r2=0.0213, r3=0.0507, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
56,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12531.3694, g=0.5885, r2=0.0200, r3=0.0648, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",19905.997710768694,12531.369397266666,0.5884934103938055,0.020000000000000018,0.06482758620689655,0.0,0.0,1.0,1.0,,,"sma=12531.3694, g=0.5885, r2=0.0200, r3=0.0648, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
57,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12705.7275, g=0.7279, r2=0.0173, r3=0.0708, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",21954.121998396997,12705.727501271665,0.7278917713448283,0.017287234042553168,0.07083906464924339,0.0,0.0,1.0,1.0,,,"sma=12705.7275, g=0.7279, r2=0.0173, r3=0.0708, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
58,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12660.5977, g=0.7397, r2=0.0173, r3=0.0761, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",22025.872638243356,12660.597715731665,0.7397182291697566,0.01726427622841964,0.07607950651130913,0.0,0.0,1.0,1.0,,,"sma=12660.5977, g=0.7397, r2=0.0173, r3=0.0761, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
59,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12287.6359, g=0.5757, r2=0.0159, r3=0.0821, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",19361.58008303839,12287.63590313833,0.5756961091346573,0.015894039735099286,0.08207934336525313,0.0,0.0,1.0,1.0,,,"sma=12287.6359, g=0.5757, r2=0.0159, r3=0.0821, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
60,no_change,27600.0,27600.0,0.0,0.0,prev_within_band,"prev_within_band | metrics: sma=12834.5355, g=0.5297, r2=0.0132, r3=0.0823, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",19633.248571069806,12834.535480255834,0.529720230332672,0.013210039630118908,0.08231292517006805,0.0,0.0,1.0,1.0,,,"sma=12834.5355, g=0.5297, r2=0.0132, r3=0.0823, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
61,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12710.1343, g=0.4718, r2=0.0132, r3=0.0804, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",18706.610296557472,12710.134344233333,0.4717869843008211,0.013192612137203241,0.08040540540540553,0.0,0.0,1.0,1.0,,,"sma=12710.1343, g=0.4718, r2=0.0132, r3=0.0804, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
62,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12540.3834, g=0.3955, r2=0.0079, r3=0.0786, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",17499.681157450243,12540.3834487925,0.3954661935903778,0.007884362680683266,0.0786290322580645,0.0,0.0,1.0,1.0,,,"sma=12540.3834, g=0.3955, r2=0.0079, r3=0.0786, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
63,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=11969.5491, g=0.2268, r2=0.0066, r3=0.0735, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",14683.983930445527,11969.549100759168,0.22677836958070507,0.006561679790026309,0.07348029392117561,0.0,0.0,1.0,1.0,,,"sma=11969.5491, g=0.2268, r2=0.0066, r3=0.0735, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
64,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=10067.0630, g=-0.1336, r2=0.0052, r3=0.0544, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",8722.436859152853,10067.063026951664,-0.1335668768735193,0.005249343832021136,0.054376657824933616,0.0,0.0,1.0,1.0,,,"sma=10067.0630, g=-0.1336, r2=0.0052, r3=0.0544, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
65,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9005.4730, g=-0.2918, r2=0.0013, r3=0.0461, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",6377.909630208799,9005.47297279083,-0.2917740523480511,0.001310615989515096,0.046113306982872304,0.0,0.0,1.0,1.0,,,"sma=9005.4730, g=-0.2918, r2=0.0013, r3=0.0461, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
66,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7040.5241, g=-0.4951, r2=-0.0026, r3=0.0401, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",3554.9372097747046,7040.5241431925,-0.495074920918781,-0.002621231979030192,0.04007884362680669,0.0,0.0,1.0,1.0,,,"sma=7040.5241, g=-0.4951, r2=-0.0026, r3=0.0401, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
67,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7303.8901, g=-0.4365, r2=-0.0117, r3=0.0241, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",4115.807733299278,7303.8901051375,-0.4364910103994787,-0.011749347258485643,0.0241356816699283,0.0,0.0,1.0,1.0,,,"sma=7303.8901, g=-0.4365, r2=-0.0117, r3=0.0241, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
68,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7698.1110, g=-0.3857, r2=-0.0157, r3=0.0104, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",4729.005385920916,7698.111026260832,-0.38569275374326295,-0.015686274509803977,0.010362694300518172,0.0,0.0,1.0,1.0,,,"sma=7698.1110, g=-0.3857, r2=-0.0157, r3=0.0104, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
69,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=8886.9045, g=-0.3006, r2=-0.0235, r3=-0.0045, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",6215.863840190797,8886.904530739166,-0.3005591746045465,-0.02352941176470591,-0.004495825305073975,0.0,0.0,1.0,1.0,,,"sma=8886.9045, g=-0.3006, r2=-0.0235, r3=-0.0045, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
70,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9172.3581, g=-0.2755, r2=-0.0339, r3=-0.0236, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",6645.195946423497,9172.358073030002,-0.2755193491668474,-0.03394255874673635,-0.023566878980891826,0.0,0.0,1.0,1.0,,,"sma=9172.3581, g=-0.2755, r2=-0.0339, r3=-0.0236, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
71,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9368.0255, g=-0.2376, r2=-0.0430, r3=-0.0367, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7142.130771576743,9368.025538700002,-0.23760554002846423,-0.0430247718383312,-0.036662452591656236,0.0,0.0,1.0,1.0,,,"sma=9368.0255, g=-0.2376, r2=-0.0430, r3=-0.0367, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
72,change,27600.0,25100.0,0.1,-0.1,capped_to_limit,"capped_to_limit | metrics: sma=9089.8975, g=-0.2918, r2=-0.0508, r3=-0.0484, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",6437.804991201999,9089.8975007725,-0.2917626419159418,-0.05084745762711862,-0.04839723444374611,0.0,0.0,1.0,1.0,,,"sma=9089.8975, g=-0.2918, r2=-0.0508, r3=-0.0484, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
73,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9530.0366, g=-0.2502, r2=-0.0612, r3=-0.0588, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7145.60491238179,9530.036642489167,-0.2502017378901267,-0.06119791666666663,-0.0587867417135709,0.0,0.0,1.0,1.0,,,"sma=9530.0366, g=-0.2502, r2=-0.0612, r3=-0.0588, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
74,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9606.2596, g=-0.2340, r2=-0.0691, r3=-0.0667, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7358.644493751184,9606.25960585,-0.2339740132288397,-0.06910039113428945,-0.06666666666666665,0.0,0.0,1.0,1.0,,,"sma=9606.2596, g=-0.2340, r2=-0.0691, r3=-0.0667, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
75,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9542.6816, g=-0.2028, r2=-0.0769, r3=-0.0703, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7607.869916688691,9542.681621011667,-0.20275345874086248,-0.07692307692307687,-0.07031736154324819,0.0,0.0,1.0,1.0,,,"sma=9542.6816, g=-0.2028, r2=-0.0769, r3=-0.0703, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
76,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9939.2948, g=-0.0127, r2=-0.0836, r3=-0.0535, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6305, f3=0.3695",9813.148167767868,9939.294798814168,-0.01269170837566369,-0.08355091383812019,-0.053459119496855334,inf,inf,1.0,1.0,0.6304552388733553,0.36954476112664475,"sma=9939.2948, g=-0.0127, r2=-0.0836, r3=-0.0535, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6305, f3=0.3695",,
77,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=10199.7814, g=0.1326, r2=-0.0877, r3=-0.0567, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5727, f3=0.4273",11552.47930211536,10199.781376280835,0.13262028625242572,-0.08769633507853392,-0.0566750629722923,inf,inf,1.0,1.0,0.5727069711827816,0.4272930288172184,"sma=10199.7814, g=0.1326, r2=-0.0877, r3=-0.0567, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5727, f3=0.4273",,
78,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=10875.6823, g=0.5447, r2=-0.0920, r3=-0.0562, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5817, f3=0.4183",16799.95182557359,10875.6823433025,0.544726233744717,-0.09198423127463862,-0.05622236260265312,inf,inf,1.0,1.0,0.581710589110368,0.41828941088963206,"sma=10875.6823, g=0.5447, r2=-0.0920, r3=-0.0562, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5817, f3=0.4183",,
79,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12227.0208, g=0.6740, r2=-0.0925, r3=-0.0484, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6031, f3=0.3969",20468.549691880213,12227.020796622499,0.6740422734485159,-0.09247027741083225,-0.04840764331210201,inf,inf,1.0,1.0,0.603144231847452,0.396855768152548,"sma=12227.0208, g=0.6740, r2=-0.0925, r3=-0.0484, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6031, f3=0.3969",,
80,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=13307.1580, g=0.7286, r2=-0.0916, r3=-0.0468, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6119, f3=0.3881",23003.104675350656,13307.157988824998,0.7286264050271334,-0.0916334661354582,-0.04679487179487174,inf,inf,1.0,1.0,0.6118546863587242,0.3881453136412758,"sma=13307.1580, g=0.7286, r2=-0.0916, r3=-0.0468, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6119, f3=0.3881",,
81,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=14376.5098, g=0.6177, r2=-0.0884, r3=-0.0426, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6157, f3=0.3843",23257.145749340983,14376.509796605,0.6177184920663525,-0.08835341365461846,-0.04258064516129023,inf,inf,1.0,1.0,0.6156998727613922,0.3843001272386079,"sma=14376.5098, g=0.6177, r2=-0.0884, r3=-0.0426, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.6157, f3=0.3843",,
82,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=14137.8095, g=0.5413, r2=-0.0824, r3=-0.0294, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5930, f3=0.4070",21791.305562741923,14137.809501484997,0.5413494969254624,-0.08243243243243237,-0.02935420743639927,inf,inf,1.0,1.0,0.592952205226181,0.40704779477381914,"sma=14137.8095, g=0.5413, r2=-0.0824, r3=-0.0294, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5930, f3=0.4070",,
83,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=14020.9342, g=0.4967, r2=-0.0804, r3=-0.0249, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5931, f3=0.4069",20984.84841172934,14020.934200217496,0.49667975842892265,-0.08038147138964569,-0.02493438320209973,inf,inf,1.0,1.0,0.5930662483727782,0.4069337516272219,"sma=14020.9342, g=0.4967, r2=-0.0804, r3=-0.0249, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5931, f3=0.4069",,
84,no_change,25100.0,25100.0,0.0,0.0,prev_within_band,"prev_within_band | metrics: sma=13819.3425, g=0.5203, r2=-0.0769, r3=-0.0205, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5934, f3=0.4066",21009.502947439716,13819.342543493332,0.5202968506871395,-0.07692307692307687,-0.020475561426684386,inf,inf,1.0,1.0,0.5933650670066023,0.4066349329933977,"sma=13819.3425, g=0.5203, r2=-0.0769, r3=-0.0205, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5934, f3=0.4066",,
85,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=13769.1135, g=0.4448, r2=-0.0707, r3=-0.0173, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5983, f3=0.4017",19893.783567450628,13769.113491999162,0.4448122298512782,-0.07073509015256585,-0.01727574750830574,inf,inf,1.0,1.0,0.5983296743531628,0.40167032564683725,"sma=13769.1135, g=0.4448, r2=-0.0707, r3=-0.0173, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5983, f3=0.4017",,
86,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=13773.0902, g=0.4338, r2=-0.0630, r3=-0.0167, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5996, f3=0.4004",19747.333768357308,13773.090237931663,0.43376202632959804,-0.06302521008403361,-0.016688918558077415,inf,inf,1.0,1.0,0.5995722642081571,0.4004277357918429,"sma=13773.0902, g=0.4338, r2=-0.0630, r3=-0.0167, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5996, f3=0.4004",,
87,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=14285.7364, g=0.4970, r2=-0.0579, r3=-0.0207, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5917, f3=0.4083",21386.259523248744,14285.736442154164,0.49703584479848373,-0.057909604519774005,-0.020749665327978506,inf,inf,1.0,1.0,0.591710501032627,0.408289498967373,"sma=14285.7364, g=0.4970, r2=-0.0579, r3=-0.0207, x2=inf, x3=inf, node_mult=1.0000, phi_mm=1.0000, f2=0.5917, f3=0.4083",,
88,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=14682.9324, g=0.4773, r2=-0.0342, r3=-0.0153, x2=9.9234, x3=11.9164, node_mult=0.9744, phi_mm=0.9854, f2=0.5872, f3=0.4128",20827.14372303902,14682.93237952333,0.47726098045458065,-0.03418803418803418,-0.015282392026578107,9.923377163970548,11.916365409793146,0.9743946356600521,0.9854277866619248,0.5871550084246212,0.41284499157537885,"sma=14682.9324, g=0.4773, r2=-0.0342, r3=-0.0153, x2=9.9234, x3=11.9164, node_mult=0.9744, phi_mm=0.9854, f2=0.5872, f3=0.4128",,
89,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=17601.2338, g=0.7256, r2=0.0115, r3=0.0207, x2=5.7969, x3=4.9093, node_mult=1.0149, phi_mm=1.0139, f2=0.5998, f3=0.4002",31254.812679568877,17601.233793575,0.7256481432539263,0.011477761836441891,0.020694259012016047,5.796852966776289,4.90925069669706,1.0148611829549463,1.0139461688748415,0.5998203099549433,0.40017969004505677,"sma=17601.2338, g=0.7256, r2=0.0115, r3=0.0207, x2=5.7969, x3=4.9093, node_mult=1.0149, phi_mm=1.0139, f2=0.5998, f3=0.4002",,
90,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=17397.4706, g=0.5997, r2=0.0724, r3=0.0582, x2=3.6619, x3=3.1324, node_mult=1.0672, phi_mm=1.0127, f2=0.6057, f3=0.3943",30078.186100542105,17397.470642333337,0.5996670455391802,0.0723589001447178,0.05823293172690769,3.661868292541868,3.132400172313578,1.0671905141843023,1.0127306999022883,0.6057260941772654,0.39427390582273447,"sma=17397.4706, g=0.5997, r2=0.0724, r3=0.0582, x2=3.6619, x3=3.1324, node_mult=1.0672, phi_mm=1.0127, f2=0.6057, f3=0.3943",,
91,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=15799.4098, g=0.2922, r2=0.1295, r3=0.0924, x2=2.1363, x3=2.2325, node_mult=1.1144, phi_mm=0.9970, f2=0.5992, f3=0.4008",22682.445603069802,15799.409793505836,0.292171662770881,0.1295487627365357,0.09236947791164662,2.136323045478081,2.232506232455229,1.1143756585528084,0.9970046513577996,0.5991694324632623,0.40083056753673774,"sma=15799.4098, g=0.2922, r2=0.1295, r3=0.0924, x2=2.1363, x3=2.2325, node_mult=1.1144, phi_mm=0.9970, f2=0.5992, f3=0.4008",,
92,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=14373.6706, g=0.0801, r2=0.1857, r3=0.1332, x2=1.3120, x3=1.5357, node_mult=1.1630, phi_mm=0.9917, f2=0.5902, f3=0.4098",17905.574181402797,14373.670647815006,0.08014578769453529,0.185672514619883,0.1331540013449899,1.3120034052147442,1.535690576345369,1.1629668372755635,0.9916784042390245,0.5901717999372892,0.4098282000627108,"sma=14373.6706, g=0.0801, r2=0.1857, r3=0.1332, x2=1.3120, x3=1.5357, node_mult=1.1630, phi_mm=0.9917, f2=0.5902, f3=0.4098",,
93,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12165.4194, g=-0.1538, r2=0.2408, r3=0.1671, x2=0.5238, x3=0.7881, node_mult=1.2071, phi_mm=0.9870, f2=0.5816, f3=0.4184",12264.344337905128,12165.419353841671,-0.15379883393433058,0.2408223201174744,0.1671159029649596,0.5238241349779982,0.7881429716848221,1.207082687990304,0.9869760417951223,0.5815963813070011,0.41840361869299886,"sma=12165.4194, g=-0.1538, r2=0.2408, r3=0.1671, x2=0.5238, x3=0.7881, node_mult=1.2071, phi_mm=0.9870, f2=0.5816, f3=0.4184",,
94,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12166.8751, g=-0.1394, r2=0.2901, r3=0.1983, x2=0.4153, x3=0.5506, node_mult=1.2502, phi_mm=0.9920, f2=0.5875, f3=0.4125",12985.74514754389,12166.875122680007,-0.13940875201338432,0.2901325478645065,0.198252688172043,0.4152671581612217,0.5506440555506804,1.2501799421236657,0.992015305604491,0.5874665290103875,0.41253347098961246,"sma=12166.8751, g=-0.1394, r2=0.2901, r3=0.1983, x2=0.4153, x3=0.5506, node_mult=1.2502, phi_mm=0.9920, f2=0.5875, f3=0.4125",,
95,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12564.7853, g=-0.1039, r2=0.3467, r3=0.2328, x2=0.3458, x3=0.4780, node_mult=1.2972, phi_mm=0.9917, f2=0.5884, f3=0.4116",14485.527053005793,12564.785315931671,-0.10385533970077665,0.3466666666666667,0.2328398384925976,0.34578208104088093,0.47799164662226046,1.2972166227249335,0.9917189283960426,0.5884348735635138,0.41156512643648635,"sma=12564.7853, g=-0.1039, r2=0.3467, r3=0.2328, x2=0.3458, x3=0.4780, node_mult=1.2972, phi_mm=0.9917, f2=0.5884, f3=0.4116",,
96,no_change,25100.0,25100.0,0.0,0.0,prev_within_band,"prev_within_band | metrics: sma=12561.8021, g=-0.0910, r2=0.3988, r3=0.2697, x2=0.1875, x3=0.3061, node_mult=1.3427, phi_mm=0.9916, f2=0.5887, f3=0.4113",15202.716623200798,12561.802119832502,-0.09099857100314279,0.3988095238095237,0.26972353337828725,0.18750053409796097,0.3061063858358892,1.342714964672579,0.9915642433472195,0.5886780072653223,0.4113219927346777,"sma=12561.8021, g=-0.0910, r2=0.3988, r3=0.2697, x2=0.1875, x3=0.3061, node_mult=1.3427, phi_mm=0.9916, f2=0.5887, f3=0.4113",,
97,hold,25100.0,25100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12482.1187, g=-0.0935, r2=0.4478, r3=0.3076, x2=0.0670, x3=0.2183, node_mult=1.3847, phi_mm=0.9891, f2=0.5827, f3=0.4173",15497.233759502107,12482.118708893338,-0.09346969097565061,0.4477611940298507,0.3076402974983097,0.0670289341769097,0.21829820779334108,1.3847293932463665,0.9890508842441434,0.582707845483814,0.417292154516186,"sma=12482.1187, g=-0.0935, r2=0.4478, r3=0.3076, x2=0.0670, x3=0.2183, node_mult=1.3847, phi_mm=0.9891, f2=0.5827, f3=0.4173",,
