epoch,decision,prev_policy,new_policy,cap_used,r_step,reason_code,reason,anchor_prelogic,sma_burns,g_growth,r2,r3,x2,x3,node_multiplier,phi_mm,f2_effective,f3_effective,metrics_summary,f2_dynamic,f3_dynamic
18,hold,43100.0,43100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2041.9412, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2041.941183593333,2041.941183593333,,,,0.0,0.0,1.0,1.0,,,"sma=2041.9412, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
19,hold,43100.0,43100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=1941.3902, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",1941.3902429491663,1941.3902429491663,,,,0.0,0.0,1.0,1.0,,,"sma=1941.3902, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
20,hold,43100.0,43100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=1987.0156, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",1987.0156163833333,1987.0156163833333,,,,0.0,0.0,1.0,1.0,,,"sma=1987.0156, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
21,hold,43100.0,43100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2074.3415, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2074.341531546667,2074.341531546667,,,,0.0,0.0,1.0,1.0,,,"sma=2074.3415, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
22,hold,43100.0,43100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2001.4114, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2001.4114207116663,2001.4114207116663,,,,0.0,0.0,1.0,1.0,,,"sma=2001.4114, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
23,hold,43100.0,43100.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=1924.7516, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",1924.7515692641664,1924.7515692641664,,,,0.0,0.0,1.0,1.0,,,"sma=1924.7516, g=nan, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
24,change,43100.0,35900.0,0.2,-0.2,capped_to_limit,"capped_to_limit | metrics: sma=2035.1735, g=-0.4104, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",1199.9252843365214,2035.1735333508332,-0.41040640285799534,,,0.0,0.0,1.0,1.0,,,"sma=2035.1735, g=-0.4104, r2=nan, r3=nan, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
25,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=1923.8195, g=-0.2298, r2=0.0147, r3=0.0856, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",1481.63582978899,1923.8194989616666,-0.22984675506789187,0.014725568942436373,0.08556925308194341,0.0,0.0,1.0,1.0,,,"sma=1923.8195, g=-0.2298, r2=0.0147, r3=0.0856, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
26,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2057.8404, g=-0.1516, r2=0.0066, r3=0.0809, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",1745.920454330237,2057.840398456666,-0.1515763537154593,0.006640106241699861,0.08094555873925513,0.0,0.0,1.0,1.0,,,"sma=2057.8404, g=-0.1516, r2=0.0066, r3=0.0809, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
27,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2132.8784, g=-0.0166, r2=0.0000, r3=0.0729, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2097.4267235385023,2132.878442954166,-0.016621537684332832,0.0,0.0729461756373937,0.0,0.0,1.0,1.0,,,"sma=2132.8784, g=-0.0166, r2=0.0000, r3=0.0729, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
28,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2248.3644, g=-0.0237, r2=-0.0066, r3=0.0580, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2195.031428865059,2248.3643625633326,-0.023720769901133698,-0.006587615283267456,0.057960893854748674,0.0,0.0,1.0,1.0,,,"sma=2248.3644, g=-0.0237, r2=-0.0066, r3=0.0580, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
29,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2293.8142, g=0.0577, r2=-0.0066, r3=0.0691, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2426.1858874865925,2293.8142229649998,0.05770810172695162,-0.006613756613756627,0.06913407821229045,0.0,0.0,1.0,1.0,,,"sma=2293.8142, g=0.0577, r2=-0.0066, r3=0.0691, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
30,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2386.4216, g=0.1687, r2=-0.0066, r3=0.0778, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2789.016752140952,2386.421624090833,0.16870243044478683,-0.0066225165562913135,0.07784011220196363,0.0,0.0,1.0,1.0,,,"sma=2386.4216, g=0.1687, r2=-0.0066, r3=0.0778, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
31,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2343.1273, g=0.2069, r2=-0.0093, r3=0.0633, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",2827.9969814502238,2343.1273432908333,0.2069326874391766,-0.009271523178807861,0.06332637439109257,0.0,0.0,1.0,1.0,,,"sma=2343.1273, g=0.2069, r2=-0.0093, r3=0.0633, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
32,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=2678.7415, g=0.3481, r2=-0.0093, r3=0.0644, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",3611.273004433963,2678.7414684574996,0.34812300737384816,-0.0092592592592593,0.0644044321329642,0.0,0.0,1.0,1.0,,,"sma=2678.7415, g=0.3481, r2=-0.0093, r3=0.0644, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
33,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=3147.6782, g=0.5174, r2=-0.0119, r3=0.0615, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",4776.396668931767,3147.6781889999997,0.5174348780709384,-0.011889035667106973,0.06146408839779016,0.0,0.0,1.0,1.0,,,"sma=3147.6782, g=0.5174, r2=-0.0119, r3=0.0615, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
34,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=3659.5382, g=0.8285, r2=-0.0171, r3=0.0319, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",6691.387691580163,3659.5381875774997,0.8284787174224444,-0.017127799736495475,0.03192934782608692,0.0,0.0,1.0,1.0,,,"sma=3659.5382, g=0.8285, r2=-0.0171, r3=0.0319, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
35,hold,35900.0,35900.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=3731.2131, g=0.9385, r2=-0.0198, r3=0.0243, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7233.116003678303,3731.2131242733335,0.9385427105794117,-0.01976284584980237,0.024340770791074995,0.0,0.0,1.0,1.0,,,"sma=3731.2131, g=0.9385, r2=-0.0198, r3=0.0243, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
36,change,35900.0,27600.0,0.30000000000000004,-0.30000000000000004,capped_to_limit,"capped_to_limit | metrics: sma=3611.4333, g=0.7745, r2=-0.0198, r3=0.0087, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",6408.520091879609,3611.433299805,0.7745087780592925,-0.01976284584980237,0.008724832214765055,0.0,0.0,1.0,1.0,,,"sma=3611.4333, g=0.7745, r2=-0.0198, r3=0.0087, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
37,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=3837.6732, g=0.9948, r2=-0.0198, r3=-0.0033, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7655.466586979,3837.6732395658332,0.9948198059314408,-0.01978891820580475,-0.0033400133600535176,0.0,0.0,1.0,1.0,,,"sma=3837.6732, g=0.9948, r2=-0.0198, r3=-0.0033, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
38,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=3967.0008, g=0.9277, r2=-0.0237, r3=-0.0205, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",7647.38396375883,3967.0008398200007,0.9277495197368861,-0.0237467018469657,-0.02054340622929085,0.0,0.0,1.0,1.0,,,"sma=3967.0008, g=0.9277, r2=-0.0237, r3=-0.0205, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
39,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=4448.4033, g=1.0856, r2=-0.0198, r3=-0.0284, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",9277.739940531294,4448.4032549325,1.085633745152017,-0.019841269841269882,-0.02838283828382837,0.0,0.0,1.0,1.0,,,"sma=4448.4033, g=1.0856, r2=-0.0198, r3=-0.0284, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
40,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=4818.6781, g=1.1432, r2=-0.0146, r3=-0.0317, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",10327.355545185846,4818.678051843334,1.143192683569143,-0.01458885941644572,-0.03168316831683171,0.0,0.0,1.0,1.0,,,"sma=4818.6781, g=1.1432, r2=-0.0146, r3=-0.0317, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
41,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=5356.2759, g=1.3351, r2=-0.0027, r3=-0.0496, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",12507.417155541116,5356.2758857191675,1.3350957684775402,-0.0026631158455393544,-0.04964075767472231,0.0,0.0,1.0,1.0,,,"sma=5356.2759, g=1.3351, r2=-0.0027, r3=-0.0496, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
42,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=6494.3276, g=1.7214, r2=0.0000, r3=-0.0527, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",17673.444972795587,6494.327621490836,1.721366398934225,0.0,-0.0527000650618088,0.0,0.0,1.0,1.0,,,"sma=6494.3276, g=1.7214, r2=0.0000, r3=-0.0527, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
43,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7755.0825, g=2.3097, r2=0.0027, r3=-0.0452, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",25667.108955563137,7755.082515164168,2.309714487934083,0.002673796791443861,-0.045157068062827266,0.0,0.0,1.0,1.0,,,"sma=7755.0825, g=2.3097, r2=0.0027, r3=-0.0452, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
44,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7888.8394, g=1.9450, r2=0.0013, r3=-0.0566, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",23232.472323020396,7888.839396670835,1.9449797561888151,0.001335113484646211,-0.05660377358490576,0.0,0.0,1.0,1.0,,,"sma=7888.8394, g=1.9450, r2=0.0013, r3=-0.0566, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
45,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7353.3121, g=1.3361, r2=0.0053, r3=-0.0540, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",17178.121733507807,7353.312118260002,1.3361067036513377,0.005347593582887722,-0.054001301236174415,0.0,0.0,1.0,1.0,,,"sma=7353.3121, g=1.3361, r2=0.0053, r3=-0.0540, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
46,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7277.3841, g=0.9886, r2=0.0094, r3=-0.0395, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",14471.85849452641,7277.384063380002,0.9886072204639031,0.009383378016085908,-0.03949967083607642,0.0,0.0,1.0,1.0,,,"sma=7277.3841, g=0.9886, r2=0.0094, r3=-0.0395, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
47,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=7798.2270, g=1.0900, r2=0.0148, r3=-0.0350, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",16298.276708659198,7798.2269753058345,1.0899977341349447,0.014784946236559016,-0.03498349834983505,0.0,0.0,1.0,1.0,,,"sma=7798.2270, g=1.0900, r2=0.0148, r3=-0.0350, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
48,no_change,27600.0,27600.0,0.0,0.0,prev_within_band,"prev_within_band | metrics: sma=8390.1195, g=1.3232, r2=0.0175, r3=-0.0220, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",19492.01294618739,8390.119464828334,1.323210417670281,0.017473118279569988,-0.021956087824351322,0.0,0.0,1.0,1.0,,,"sma=8390.1195, g=1.3232, r2=0.0175, r3=-0.0220, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
49,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=8635.8518, g=1.2503, r2=0.0202, r3=-0.0080, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",19433.11283637666,8635.85184528,1.2502832592013484,0.020188425302826385,-0.008042895442359255,0.0,0.0,1.0,1.0,,,"sma=8635.8518, g=1.2503, r2=0.0202, r3=-0.0080, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
50,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=8986.5190, g=1.2653, r2=0.0284, r3=0.0068, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",20357.324543378792,8986.518990135835,1.2653181466287742,0.02837837837837842,0.006765899864682012,0.0,0.0,1.0,1.0,,,"sma=8986.5190, g=1.2653, r2=0.0284, r3=0.0068, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
51,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=9756.8961, g=1.1933, r2=0.0283, r3=0.0170, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",21400.26796719305,9756.896108993335,1.193347938538316,0.028340080971659853,0.016983695652173836,0.0,0.0,1.0,1.0,,,"sma=9756.8961, g=1.1933, r2=0.0283, r3=0.0170, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
52,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=11618.9730, g=1.4112, r2=0.0256, r3=0.0279, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",28016.093030285352,11618.97295734167,1.4112366155894054,0.025572005383580176,0.027948193592365334,0.0,0.0,1.0,1.0,,,"sma=11618.9730, g=1.4112, r2=0.0256, r3=0.0279, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
53,hold,27600.0,27600.0,0.0,0.0,not_rebalance_epoch,"not_rebalance_epoch | metrics: sma=12715.5366, g=1.3740, r2=0.0187, r3=0.0433, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",30186.061172166952,12715.536620265835,1.37395102335334,0.01869158878504673,0.04329896907216502,0.0,0.0,1.0,1.0,,,"sma=12715.5366, g=1.3740, r2=0.0187, r3=0.0433, x2=0.0000, x3=0.0000, node_mult=1.0000, phi_mm=1.0000, f2=nan, f3=nan",,
